"Origin","Dest","2010","2011","2012","2013","2014","five_year_avg","state_rank","growth_rate","share","lq"
255,110,201433,251435,347259,122469,63560,197231.2,166,-20.6,0,0.02
244,110,30272,0,17258,44735,27544,23961.8,184,-1.87,0,0.02
281,110,107189,597639,469379,1109328,1045170,665741,132,57.69,0,0.21
276,110,453239,217063,157226,334060,603917,353101,166,5.91,0,0.1
289,110,733205,2261517,5500103,582974,418644,1899288.6,153,-10.6,0,0.13
270,110,515951,975437,765781,1048277,873368,835762.8,173,11.1,0,0.06
251,110,1203542,1110959,1164067,4036789,1018647,1706800.8,160,-3.28,0,0.11
256,110,7311089,14189035,1244472,3211789,1505170,5492311,141,-27.1,0,0.12
112,110,1677472,2356528,1182551,1068065,1725674,1602058,166,0.57,0.01,0.25
284,110,0,0,0,0,30787,6157.4,121,NA,0,0.07
262,110,5033650,10781256,2639500,67500,26648,3709710.8,163,-64.94,0,0.01
261,110,67700,324572,105406,85170,93038,135177.2,175,6.56,0,0.03
243,110,2060088,1605456,2368808,1465647,1768702,1853740.2,174,-3,0,0.05
242,110,0,0,0,26034,12579,7722.6,160,NA,0,0.01
268,110,442636,2301454,568027,1381703,587951,1056354.2,169,5.84,0,0.09
283,110,58883,220993,162563,140643,53529,127322.2,172,-1.89,0,0.02
252,110,24395,19167,23686,38317,303293,81771.6,144,65.54,0,0.06
282,110,157420644,114264514,144804451,89553847,63633529,113935397,105,-16.57,0.02,1.18
239,110,100775,570842,630457,1455360,2113787,974244.2,108,83.8,0.01,0.67
277,110,7950641,3355293,210670,4387133,5881048,4356957,60,-5.85,0.03,1.46
279,110,155866,197149,68540,222223,11567,131069,192,-40.56,0,0
241,110,233801,75887,136297,84706,58851,117908.4,175,-24.11,0,0.01
287,110,527086,604199,179117,309597,328973,389794.4,156,-9,0,0.02
254,110,134317,180805,137767,70800,64856,117709,173,-13.55,0,0.03
272,110,0,0,0,0,5157,1031.4,140,NA,0,0.02
267,110,25730,24992,30855,0,3489,17013.2,175,-32.94,0,0
245,110,25121,13554339,311791,119083,350750,2872216.8,130,69.43,0,0.12
248,110,14352977,18265074,14974735,14569652,12784886,14989464.8,113,-2.29,0.02,1.12
286,90,508562,4994353,3776364,1529672,1776524,2517095,136,28.42,0.01,0.99
258,90,107666,1208616,1921146,1791923,302530,1066376.2,157,22.95,0,0.25
275,90,126307,423142,748449,1190480,74918,512659.2,162,-9.92,0,0.04
239,90,188187,303693,979860,718887,3871261,1212377.6,88,83.08,0.03,2.2
250,90,17403,1164759,63308,29176,46112,264151.6,124,21.52,0,0.11
248,90,910077,2090630,5259231,1134834,15781161,5035186.6,105,76.93,0.03,2.5
274,90,0,12181,549686,242661,48171,170539.8,149,NA,0,0.09
241,90,1768076,1534657,1488535,2038695,792336,1524459.8,116,-14.83,0,0.36
112,90,4866868,7510037,9189730,12105378,12044138,9143230.2,108,19.87,0.04,3.17
269,90,0,3436576,557158,0,105855,819917.8,99,NA,0,0.26
264,90,0,0,41486,1718633,308257,413675.2,65,NA,0.03,2.71
260,90,113746,138904,88595,3133392,4998642,1694655.8,86,113.1,0.02,1.43
266,90,2959,512713,5105852,1874692,8854,1501014,171,24.51,0,0.01
289,90,9636284,15512215,13274960,19392767,34700128,18503270.8,52,29.21,0.22,19.39
271,90,86052,1012716,61845,579213,236517,395268.6,172,22.41,0,0.08
242,90,439370,150426,725379,2049061,1118161,896479.4,91,20.54,0.02,1.78
270,90,1134093,3822361,3804445,3750046,2417310,2985651,154,16.34,0,0.29
268,90,2716342,50278749,90722645,36364641,2719830,36560441.4,131,0.03,0.01,0.79
272,90,124320,98952,6866799,644367,1898919,1926671.4,60,72.5,0.17,14.36
253,90,1916388,692773,188209,917791,178285,778689.2,141,-37.81,0,0.15
240,90,0,0,0,0,233200,46640,59,NA,0.01,0.44
252,90,1054429,1007733,440433,172492,1235609,782139.2,113,3.22,0.01,0.46
263,90,234461,235674,166526,349983,258260,248980.8,141,1.95,0,0.24
247,90,3080,72000,0,165347,245203,97126,75,139.99,0.03,2.28
283,90,37615,574236,238166,2905476,2876493,1326397.2,73,138.07,0.03,2.29
281,90,1306365,2665223,2451670,3221950,554558,2039953.2,149,-15.75,0,0.2
256,90,383813,258729,22680096,16782460,2781286,8577276.8,128,48.6,0,0.39
259,90,59505,10176170,59605,64980,60009,2084053.8,183,0.17,0,0.02
261,90,709443,519604,118429,293669,953499,518928.8,121,6.09,0.01,0.52
254,90,2209382,8076424,8713603,1442163,3313227,4750959.8,84,8.44,0.03,3.02
276,90,963415,1259168,786281,2236542,1655099,1380101,140,11.43,0.01,0.51
251,90,3251576,4946698,32641929,31113564,9241243,16239002,102,23.23,0.02,1.73
282,90,39272748,104518350,57832645,81212001,26193978,61805944.4,121,-7.78,0.01,0.88
255,90,609858,992386,536984,800915,1401457,868320,101,18.11,0.01,0.61
244,90,5000,270735,68904,300268,18075,132596.4,189,29.31,0,0.02
273,90,605272,1556417,753589,1545143,1830486,1258181.4,121,24.77,0.01,0.5
279,90,3777375,2878187,8418526,5698379,9841888,6122871,82,21.11,0.04,3.27
280,90,0,85368,0,0,149201,46913.8,92,NA,0.02,1.47
257,90,3525,11061,75815,122499,105515,63683,115,97.35,0.01,0.74
245,90,1442961,4365310,83482,6984,13283,1182404,188,-60.84,0,0.01
290,90,1427077,667427,136546,1079051,484411,758902.4,49,-19.43,0.05,4.07
287,90,54188,97366,324475,144227,132963,150643.8,176,19.66,0,0.01
243,90,1311267,516405,5623928,2075950,1032700,2112050,189,-4.66,0,0.06
262,147,166944,254529,270714,9627,11889,142740.6,174,-41.05,0,0.05
253,147,127450,595459,84044,77679,431462,263218.8,120,27.62,0,1.55
276,147,1251729,1209308,1674695,1482228,1074677,1338527.4,153,-3,0,1.44
264,147,0,16300,0,0,7900,4840,122,NA,0,0.3
256,147,2082984,853949,1085148,743914,414556,1036110.2,155,-27.59,0,0.25
242,147,34676,61263,48654857,93768,29065,9774725.8,149,-3.47,0,0.2
258,147,248519,499692,742941,470298,484408,489171.6,145,14.28,0,1.76
278,147,411468,206658,23681,397069,63174,220410,123,-31.26,0,1.26
261,147,236753,437482,301129,349011,182923,301459.6,166,-5.03,0,0.44
112,147,1494567,4549812,4684128,2034034,2058324,2964173,160,6.61,0.01,2.36
248,147,2148476,2258447,1858092,3103298,3323403,2538343.2,150,9.12,0.01,2.3
282,147,1633899,2668700,6409022,4386830,4171330,3853956.2,160,20.62,0,0.61
271,147,1114882,1643809,1100308,830443,1269931,1191874.6,142,2.64,0.01,1.95
260,147,1503204,520422,240149,880772,536371,736183.6,144,-18.63,0,0.67
249,147,0,0,0,17164,8213,5075.4,87,NA,0,0.22
263,147,206858,225834,227142,220290,80028,192030.4,160,-17.3,0,0.32
267,147,81932,64790,42316,25257,87652,60389.4,124,1.36,0,0.91
275,147,80613,101332,183103,754992,812740,386556,110,58.75,0,1.73
254,147,93175,405854,23621,200402,41382,152886.8,176,-14.98,0,0.16
245,147,237117,476394,230346,602847,657321,440805,116,22.62,0,1.77
279,147,467953,806330,456055,355210,525752,522260,145,2.36,0,0.76
252,147,203473,347126,607677,535746,247238,388252,147,3.97,0,0.4
265,147,228163,135973,51694,10499,6467,86559.2,167,-50.97,0,0.04
281,147,1078711,2879840,879953,1034808,1009165,1376495.4,134,-1.32,0,1.6
287,147,1303442,1287954,2668566,2381023,1203413,1768879.6,118,-1.58,0,0.56
283,147,76017,114971,131540,72937,697007,218494.4,106,55.76,0.01,2.41
274,147,79570,269619,30289,8067,55896,88688.2,146,-6.82,0,0.47
251,147,4292855,1437628,1023604,1184448,963045,1780316,162,-25.84,0,0.79
255,147,472221,264977,1177272,628129,149046,538329,154,-20.6,0,0.28
273,147,687257,533102,718634,1373884,712065,804988.4,150,0.71,0,0.85
244,147,172604,843593,722217,172668,188720,419960.4,148,1.8,0,1.06
259,147,556918,342498,420726,392104,371955,416840.2,142,-7.76,0,0.59
289,147,409781,395555,229648,1167518,415433,523587,155,0.27,0,1.01
247,147,10436,43373,0,88935,4410,29430.8,172,-15.83,0,0.18
286,147,273490,282571,501357,375860,805082,447672,153,24.1,0.01,1.95
250,147,0,2915,10970,13800,37763,13089.6,128,NA,0,0.38
241,147,664202,971967,803595,1119999,476922,807337,134,-6.41,0,0.95
270,147,5840536,5898874,6575772,2872583,2588705,4755294,148,-15.02,0,1.37
239,147,119324,308097,166167,267299,379380,248053.4,145,26.03,0,0.94
284,147,6243,0,0,0,34602,8169,117,40.85,0,0.64
257,147,75395,79897,6332,48934,120263,66164.2,113,9.79,0.01,3.68
268,147,848113,838027,977768,787925,911423,872651.2,157,1.45,0,1.16
243,147,7007822,9451453,8102411,7945591,6296910,7760837.4,140,-2.12,0,1.53
275,194,2952,0,0,41936,3123,9602.2,197,1.13,0,0.02
257,194,0,2608,0,57520,28080,17641.6,151,NA,0,2.43
270,194,95807,466289,212279,145006,29716,189819.4,208,-20.87,0,0.04
282,194,912485,684366,1542859,2204577,4888546,2046566.6,155,39.89,0,2.03
281,194,224605,20891,506438,645216,481306,375691.2,152,16.47,0,2.16
242,194,92518,0,46532,0,273353,82480.6,117,24.19,0.01,5.36
268,194,247024,269695,280050,39695,143340,195960.8,195,-10.31,0,0.51
266,194,0,2940,16466,17540,32598,13908.8,158,NA,0,0.54
276,194,90046,17038,94721,402630,509673,222821.6,173,41.44,0,1.94
265,194,2259737,81042,0,0,9750,470105.8,164,-66.35,0,0.18
256,194,0,100386,0,58664,886156,209041.2,147,NA,0,1.53
243,194,1142517,1198229,334247,1228204,2215926,1223824.6,167,14.17,0,1.52
245,194,44877,21529,8025,111401,32524,43671.2,174,-6.24,0,0.25
274,194,0,0,0,123080,18980,28412,162,NA,0,0.45
277,194,0,0,9283,0,39903,9837.2,116,NA,0,0.22
259,194,14250,110674,115499,12654,17091,54033.6,196,3.7,0,0.08
248,194,4641,116960,143604,331345,81524,135614.8,211,77.39,0,0.16
286,194,0,25259,12800,0,46549,16921.6,200,NA,0,0.32
290,194,0,6500,9200,0,7233,4586.6,92,NA,0,0.75
112,194,20964,12779,133269,381977,714034,252604.6,180,102.51,0,2.31
251,194,139706,201179,39827,353375,124042,171625.8,188,-2.35,0,0.29
253,194,157670,52169,6868690,628164,51049,1551548.4,166,-20.19,0,0.52
283,194,0,49047,52153,0,4130,21066,196,NA,0,0.04
241,194,138328,172403,83822,141644,323863,172012,144,18.55,0,1.82
261,194,25015,45819,116397,95563,43690,65296.8,186,11.8,0,0.29
278,194,0,5768,0,0,8674,2888.4,157,NA,0,0.49
263,194,60792,0,0,0,3600,12878.4,196,-43.18,0,0.04
244,194,80374,0,20372,175760,42185,63738.2,178,-12.1,0,0.67
260,194,18034,176814,172126,212410,195919,155060.6,162,61.14,0,0.69
289,194,12517,80696,69304,134085,110651,81450.6,177,54.63,0,0.76
273,194,4571,91480,103388,50355,196925,89343.8,181,112.25,0,0.67
258,194,13807,204175,116617,117257,44601,99291.4,187,26.43,0,0.46
252,194,7945,68118,2656,82286,99866,52174.2,163,65.91,0,0.46
287,194,34738,101024,121065,18453,19736,59003.2,203,-10.69,0,0.03
239,194,0,9568,8819,105720,6364,26094.2,192,NA,0,0.04
271,194,261867,36214,27778,185715,281639,158642.6,170,1.47,0,1.22
249,4,2655708,2489773,3503570,2234066,1581432,2492909.8,22,-9.85,0.11,0.01
277,4,467964277,543983252,601605227,445712168,573458998,526544784.4,11,4.15,2.98,0.16
244,4,589770170,754983964,849139799,917250855,1068239479,835876853.4,1,12.62,15.95,0.88
268,4,1514942380,2108321395,2111024274,2190033285,2656637698,2116191806.4,1,11.89,8.96,0.49
258,4,488347281,319901779,344513902,493840951,461873869,421695556.4,7,-1.11,4.46,0.24
285,4,1187272,1483152,3284168,1617740,1472080,1808882.4,34,4.39,0.1,0.01
243,4,20949088163,25825407021,26379600169,23901628451,25419675244,24495079809.6,1,3.94,16.35,0.9
240,4,13396555,12226933,8609881,7380348,9751182,10272979.8,24,-6.15,0.21,0.01
256,4,2776608754,5767285895,6507856124,6397482447,7339549139,5757756471.8,2,21.46,11.93,0.66
251,4,4267263532,5725801056,6375918737,7317122571,7917566509,6320734481,1,13.16,17.15,0.94
259,4,1273049048,1437437585,1608839987,1859468357,2317407951,1699240585.6,2,12.73,9.78,0.54
274,4,424101743,525831980,620862404,612786230,611997850,559116041.4,1,7.61,13.75,0.75
272,4,165887478,178254562,282544654,238248867,320029831,236993078.4,1,14.04,27.99,1.54
270,4,2212553367,2610525459,2605693140,2201983074,2875385735,2501228155,7,5.38,4.03,0.22
245,4,982300772,1101755143,1142184338,1213253973,1280694019,1144037649,3,5.45,9.14,0.5
288,4,190408740,229674901,238637762,323574707,238238297,244106881.4,9,4.58,4.32,0.24
242,4,544233711,678954858,846888172,870372006,738337828,735757315,1,6.29,13.58,0.75
112,4,1940535455,1980866380,2276321138,2583468137,2976154054,2351469032.8,2,8.93,9.05,0.5
278,4,136360072,158473415,150239498,166195236,195333028,161320249.8,1,7.45,10.33,0.57
253,4,1832623397,2182110744,2499730121,2170996476,2304649135,2198021974.6,1,4.69,22,1.21
264,4,79893988,128792241,52791076,55812257,92832725,82024457.4,3,3.05,9.46,0.52
246,4,147926316,151006330,145203078,126793263,106301142,135446025.8,12,-6.4,2.29,0.13
263,4,1304418191,1440814325,1821757937,2004671834,2346628357,1783658128.8,1,12.46,24.92,1.37
265,4,1313887796,1870325462,1805817629,1153876239,1348620149,1498505455,1,0.52,23.7,1.3
290,4,69018813,77716775,56329200,48898132,30788849,56550353.8,12,-14.91,2.99,0.16
262,4,1152463711,1149305706,1165762051,1301447607,1225051352,1198806085.4,2,1.23,12.73,0.7
260,4,7424097148,8971144287,10463850653,12170766682,10827641361,9971500026.2,1,7.84,35.79,1.96
266,4,350946039,323397230,336322024,389304887,405414145,361076865,4,2.93,6.3,0.35
252,4,2619825039,3287770696,3907213540,4001200062,5022383909,3767678649.2,1,13.9,21.63,1.19
283,4,456072862,515755004,487340464,546901839,741950908,549604215.4,4,10.22,6.82,0.37
281,4,3038729642,3813159393,4232431026,4323907338,4760353083,4033716096.4,1,9.39,20.02,1.1
280,4,340244699,394840367,346339030,373114703,344235092,359754778.2,1,0.23,39.19,2.15
257,4,32295119,28290063,34828312,42653576,53510156,38315445.2,8,10.63,4.34,0.24
269,4,429407229,464704983,593031976,800738418,1548524970,767281515.2,1,29.24,43.39,2.38
267,4,1048720916,943253516,474220993,409253051,449464200,664982535.2,1,-15.59,12.35,0.68
241,4,5135287595,6044947361,6290781287,7068432473,8622985765,6632486896.2,1,10.92,45.4,2.49
271,4,1828316184,1996406300,2318844267,2718134974,3010563850,2374453115,1,10.49,12.25,0.67
239,4,1125058791,1717308212,2030441402,2221059888,2334263180,1885626294.6,2,15.72,15.38,0.84
255,4,1287806833,1456368173,1714269569,1865133100,2309149770,1726545489,2,12.39,11.57,0.63
279,4,1319323963,1775293813,1971946167,1837768245,2114961636,1803858764.8,3,9.9,8.13,0.45
284,4,62244726,72452143,129615014,129855907,212259738,121285505.6,3,27.81,10.45,0.57
282,4,72688493497,87186087567,94434311409,100929674642,102555900590,91558893541,1,7.13,39.94,2.19
248,4,2199498787,2202098127,2227674667,2190968864,2225510082,2209150105.4,5,0.24,4.09,0.22
287,4,989987904,1374603088,2864234783,3198417850,2735131317,2232474988.4,6,22.54,3.37,0.18
273,4,3496905207,4049916021,4717589614,5018216299,6005018205,4657529069.2,1,11.42,19.12,1.05
254,4,1280791310,1620559210,1437291643,1532635433,1783759565,1531007432.2,1,6.85,18.81,1.03
289,4,2011582051,1988379775,2166654084,2515470143,2835371750,2303491560.6,1,7.11,18.32,1.01
276,4,2413158860,2631314014,2831125861,3449910384,3728983600,3010898543.8,1,9.09,13.29,0.73
250,4,185566409,209699686,257141251,273323841,300948079,245335853.2,5,10.15,8.08,0.44
247,4,3897362,2474993,1810577,1592049,4813621,2917720.4,19,4.31,0.52,0.03
286,4,861571928,902167701,1055407462,1051226241,1218336036,1017741873.6,2,7.18,7.82,0.43
275,4,233241761,280432207,372080218,336192942,374973831,319384191.8,10,9.96,2.11,0.12
261,4,977586864,1216700475,1295927750,1472796156,2239527486,1440507746.2,1,18.03,14.18,0.78
251,215,273812,59730,261933,369948,130138,219112.2,187,-13.82,0,0.1
242,215,0,182939,54196,0,2795,47986,167,NA,0,0.02
266,215,69082,38781,62193,31943,25357,45471.2,162,-18.16,0,0.14
241,215,265293,185228,50750,175345,11394,137602,194,-46.72,0,0.02
252,215,72885,137965,434428,7124,126363,155753,162,11.63,0,0.2
284,215,0,0,19066,0,8545,5522.2,141,NA,0,0.15
282,215,402066,585284,487454,619773,530816,525078.6,190,5.71,0,0.07
249,215,636694,293793,370399,312182,2478850,818383.6,21,31.24,0.17,63.07
289,215,158954,110640,173020,63177,147390,130636.2,173,-1.5,0,0.34
273,215,80154,204369,680337,1181581,49743,439236.8,196,-9.1,0,0.06
260,215,170296,61453,157938,76473,411656,175563.2,151,19.31,0,0.49
275,215,2635863,2691367,8315224,2092075,1977973,3542500.4,82,-5.58,0.01,4.02
112,215,404525,425547,443185,244311,128485,329210.6,200,-20.5,0,0.14
265,215,27561,13863,0,51500,3193,19223.4,173,-35.02,0,0.02
243,215,28258928,30088426,29014628,27184864,27502298,28409828.8,101,-0.54,0.02,6.39
271,215,0,106669,0,50742,16925,34867.2,201,NA,0,0.02
253,215,83069,6027,69448,11905,9861,36062,183,-34.7,0,0.03
255,215,180218,424839,17828,35135,183133,168230.6,151,0.32,0,0.33
286,215,0,10900,11723,42809,58787,24843.8,196,NA,0,0.14
247,215,0,5000,0,0,77734,16546.8,117,NA,0.01,3.02
276,215,433982,35679,33935,76930,7242,117553.6,207,-55.9,0,0.01
244,215,12000,0,100520,36942,4407,30773.8,201,-18.15,0,0.02
281,215,8954,72381,137531,90285,35796,68989.4,196,31.94,0,0.05
274,215,61191,34428,37924,47372,53248,46832.6,147,-2.74,0,0.43
263,215,79003,56517,129250,42516,26046,66666.4,177,-19.9,0,0.1
248,215,755945,328620,593451,411967,386789,495354.4,193,-12.54,0,0.26
254,215,98587,26473,0,0,186534,62318.8,156,13.6,0,0.71
261,215,45732,20973,13223,6500,24400,22165.6,194,-11.81,0,0.06
270,215,165202,280745,565404,163761,68431,248708.6,198,-16.16,0,0.03
245,215,0,0,0,272930,10000,56586,189,NA,0,0.03
287,215,615175,676236,525211,1290019,706014,762531,134,2.79,0,0.31
279,215,42979,145199,109507,17787,16394,66373.2,188,-17.53,0,0.02
268,215,114440,128410,376177,123144,18270,152088.2,209,-30.72,0,0.02
286,132,7785533,554914,3221344,3198796,1982895,3348696.4,135,-23.93,0.01,4.62
277,132,0,0,0,80712,25000,21142.4,118,NA,0,0.05
253,132,868643,434875,2047884,1221018,1717862,1258056.4,85,14.61,0.02,5.96
281,132,75146,180163,93124,622856,428099,279877.6,156,41.62,0,0.65
112,132,4597153,3642803,6344451,7889217,3103468,5115418.4,152,-7.56,0.01,3.43
280,132,0,0,64491,42149,25666,26461.2,117,NA,0,1.06
287,132,207288,409789,371222,190041,522342,340136.4,142,20.3,0,0.23
262,132,186843,0,31190,18740,13206,49995.8,173,-41.13,0,0.05
267,132,0,0,0,29293,21055,10069.6,157,NA,0,0.21
259,132,108327,180528,353797,676846,145244,292948.4,166,6.04,0,0.22
279,132,801097,178915,910237,1040922,565778,699389.8,143,-6.72,0,0.79
252,132,18833,681805,186475,54697,75331,203428.2,172,31.95,0,0.12
261,132,189582,573760,409724,291972,707931,434593.8,135,30.15,0,1.63
276,132,1351842,1330988,1471027,4522714,3708009,2476916,122,22.36,0.01,4.8
250,132,558254,230085,0,0,8548,159377.4,154,-56.65,0,0.08
251,132,350417,935708,350608,836687,1252315,745147,156,29.01,0,0.99
256,132,26561,193604,2350300,1041223,1602580,1042853.6,139,127.05,0,0.95
240,132,0,0,155741,149490,534556,167957.4,48,NA,0.01,4.23
263,132,53696,37241,189531,15664,65629,72352.2,164,4.1,0,0.25
258,132,319856,1297995,629911,2943892,483591,1135049,146,8.62,0,1.7
265,132,195480,947537,775682,528367,94990,508411.2,142,-13.44,0,0.61
244,132,158905,14375,20117,40424,42764,55317,177,-23.09,0,0.23
275,132,1374385,544041,364669,685381,705510,734797.2,115,-12.49,0,1.44
247,132,17519,323707,12487,65994,54476,94836.6,130,25.47,0.01,2.12
266,132,0,15314,256415,2795,7040,56312.8,176,NA,0,0.04
255,132,191676,33973,97294,386874,356088,213181,132,13.19,0,0.65
243,132,2482802,7431179,3346906,4657147,2027739,3989154.6,170,-3.97,0,0.47
245,132,0,152762,23613,156664,18425,70292.8,184,NA,0,0.05
271,132,2172005,221586,491497,842417,990047,943510.4,154,-14.54,0,1.46
246,132,293859,1706720,2296456,270192,441414,1001728.2,97,8.48,0.01,3.46
273,132,412651,1244516,508235,649368,2710259,1105005.8,113,45.71,0.01,3.13
283,132,862514,858441,678097,583342,337558,663990.4,127,-17.11,0,1.13
269,132,0,94744,0,0,6352,20219.2,149,NA,0,0.06
270,132,796891,3165408,951212,1487775,2044257,1689108.6,159,20.73,0,1.04
241,132,10039,65197,577515,63903,57063,154743.4,176,41.56,0,0.11
282,132,5490054,7897564,2508894,2042731,1304233,3848695.2,177,-24.98,0,0.18
260,132,5980,199190,104752,2902111,1762123,994831.2,113,211.79,0.01,2.11
289,132,462978,810495,1025339,356710,442514,619607.2,152,-0.9,0,1.04
254,132,120293,154351,245211,117581,584461,244379.4,126,37.18,0.01,2.24
272,132,0,0,0,0,64649,12929.8,116,NA,0.01,2.05
268,132,1941907,1638859,732320,1216349,740080,1253903,163,-17.55,0,0.91
248,132,616882,886315,1211659,3148063,2771911,1726966,161,35.06,0.01,1.85
239,132,2241836,224836,2800344,237304,699711,1240806.2,130,-20.77,0,1.67
243,192,3229218,2525706,4345520,2161188,3971408,3246608,152,4.22,0,0.26
259,192,145182,6817,92034,416634,113893,154912,173,-4.74,0,0.05
255,192,963148,177595,2760,0,121938,253088.2,160,-33.86,0,0.06
289,192,43639,50000,5176,3013,36185,27602.6,187,-3.68,0,0.02
276,192,103557,151674,38290,289438,8152253,1747042.4,98,139.45,0.03,2.93
256,192,0,14348,51219,47064,40263,30578.8,182,NA,0,0.01
269,192,0,0,6960,24300,3825,7017,152,NA,0,0.01
290,192,0,0,0,2500000,3353,500670.6,99,NA,0,0.03
244,192,6531,98652,25744,10514,23290,32946.2,186,28.95,0,0.04
286,192,33754,197241,160781,0,22145,82784.2,210,-8.08,0,0.01
241,192,853634,13331,103873,239627,48092,251711.4,178,-43.75,0,0.03
278,192,0,3100,4147,6100,135583,29786,107,NA,0.01,0.72
267,192,20000,7778,33084,520875,94090,135165.4,122,36.3,0,0.26
248,192,581936,3192519,1076723,4558461,13021431,4486214,112,86.19,0.02,2.41
284,192,2995,0,2795,2795,3165,2350,151,1.11,0,0.02
263,192,19268,0,21483,23514,33450,19543,176,11.66,0,0.04
275,192,17575,0,4450,2556,35506,12017.4,178,15.1,0,0.02
268,192,6023219,3533573,138313,441024,329277,2093081.2,181,-44.08,0,0.11
266,192,57536,7191,4452078,143193,19300,935859.6,166,-19.62,0,0.03
260,192,171309,60831,30095,55654,184668,100511.4,163,1.51,0,0.06
287,192,7979,158226,56683,58611,78190,71937.8,184,57.85,0,0.01
245,192,35122,3280,99660,264396,47088,89909.2,167,6.04,0,0.03
271,192,315828,227845,816364,134562,35648,306049.4,197,-35.36,0,0.01
261,192,3116573,44734,182069,0,411814,751038,151,-33.29,0,0.26
254,192,5832202,3022,7004,6149,3150,1170305.4,189,-77.79,0,0
279,192,247148,0,17145,7296,8026,55923,195,-49.61,0,0
251,192,150741,115711,110157,67749,6190,90109.6,214,-47.19,0,0
282,192,622216,1638144,693372,567769,55061147,11716529.6,110,145.12,0.02,2.16
273,192,34561,125547,74923,21924,2796,51950.2,214,-39.52,0,0
239,192,18317,101500,0,0,7800,25523.4,190,-15.7,0,0.01
112,192,395172,3974,130543,349466,180137,211858.4,193,-14.54,0,0.06
252,192,18283,11169,35826,3490,53991,24551.8,178,24.18,0,0.02
258,192,12494,20866,20062,0,1981199,406924.2,117,175.45,0.02,1.93
249,192,0,0,0,0,5500,1100,91,NA,0,0.04
281,192,364979,19620,4652,157087,25029,114273.4,199,-41.49,0,0.01
270,192,25316000,7861805,11212272,452624540,42595750,107922073.4,77,10.97,0.06,6.02
270,98,243132,9303109,11721819,3030190,4616995,5783049,138,80.18,0.01,0.5
289,98,816524,8463249,8763241,1648972,2436969,4425791,107,24.44,0.02,1.21
251,98,51882555,94468496,141731801,35741342,7439599,66252758.6,108,-32.19,0.02,1.24
280,98,21993,101384,6500,22887,3076,31168,139,-32.53,0,0.03
281,98,1755605,2000068,2453153,3558668,2476592,2448817.2,109,7.12,0.01,0.8
260,98,2178771,4588609,239389611,3249780,1227155,50126785.2,125,-10.85,0,0.31
252,98,102857,1181377,1045524,1018415,545541,778742.8,128,39.61,0,0.18
283,98,1096157,3983611,4693161,2013400,6722250,3701715.8,55,43.72,0.06,4.74
256,98,4100,1176689,2139060,1232980,401289,990823.6,156,150.11,0,0.05
249,98,0,0,0,420500,212500,126600,40,NA,0.01,1.15
276,98,1682436,2605255,11129946,4589903,1532037,4307915.4,146,-1.86,0.01,0.42
247,98,89718,37170,8889,89138,140040,72991,88,9.31,0.02,1.15
248,98,1192740,2643639,1852950,3117060,930424,1947362.6,181,-4.85,0,0.13
264,98,0,0,0,53735,74360,25619,97,NA,0.01,0.58
241,98,262403,3510740,40178226,832877,4250384,9806926,70,74.54,0.02,1.72
250,98,1017881,913884,1628193,1230329,815123,1121082,72,-4.35,0.02,1.68
275,98,727348,831984,986310,1294331,1114749,990944.4,102,8.91,0.01,0.48
239,98,1055767,915038,168233,413185,2955171,1101478.8,96,22.86,0.02,1.49
246,98,863228,1125513,877056,96558,7024,593875.8,155,-61.8,0,0.01
269,98,0,0,105051,21600,6567,26643.6,148,NA,0,0.01
278,98,0,0,6002,50404,4439,12169,160,NA,0,0.02
287,98,1543831,4376269,7961898,116928541,54887660,37139639.8,58,104.26,0.07,5.18
255,98,81534,1255409,2039654,866611,279872,904616,143,27.97,0,0.11
265,98,647415,735485,2341708,543761,157607,885195.2,130,-24.62,0,0.21
242,98,272065,4975064,9724306,270911,235232,3095515.6,121,-2.87,0,0.33
266,98,314464,1156043,138278,186483,57522,370558,143,-28.8,0,0.07
282,98,3303979,26351625,14395052,18569528,11586053,14841247.4,140,28.52,0,0.35
112,98,1109064,3352348,1500818,3244171,2659536,2373187.4,156,19.12,0.01,0.62
267,98,8219,19906,37215,219434,90227,75000.2,123,61.47,0,0.19
271,98,403394,998172,2157544,1279912,3655407,1698885.8,111,55.4,0.01,1.14
254,98,3893047,5548168,2936856,1767414,6523614,4133819.8,70,10.88,0.07,5.28
257,98,145087,1162810,604591,171908,180820,453043.2,101,4.5,0.01,1.13
262,98,2099626,1519658,1516485,664747,751998,1310502.8,102,-18.56,0.01,0.6
261,98,1369909,976157,11124620,1842328,3916326,3845868,84,23.38,0.02,1.9
243,98,20308571,92472149,98339600,46979026,32193315,58058532.2,95,9.65,0.02,1.59
286,98,295120,668719,2430634,2595851,3106802,1819425.2,122,60.13,0.02,1.53
263,98,552028,1569296,6171677,175559,404836,1774679.2,130,-6.01,0,0.33
274,98,32614,172557,98774,249638,29566,116629.8,157,-1.94,0,0.05
244,98,1048167,2753890,1520442,891605,507028,1344226.4,122,-13.52,0.01,0.58
245,98,26207,1081357,853861,223403,185025,473970.6,144,47.83,0,0.1
258,98,1266759,9303443,5428182,286963,378235,3332716.4,151,-21.47,0,0.28
273,98,1525311,3754209,4185637,4023852,1183179,2934437.6,132,-4.95,0,0.29
268,98,8239001,4764921,4596275,3073512,2333354,4601412.6,137,-22.3,0.01,0.6
