"Origin","Dest","2010","2011","2012","2013","2014","five_year_avg","state_rank","growth_rate","share","lq"
272,98,62720,13304,22949,74606,215654,77846.6,96,28.02,0.02,1.45
279,98,330272,3618721,6191060,7669889,1795466,3921081.6,116,40.3,0.01,0.53
259,98,194428,752253,1131150,1221414,533721,766593.2,136,22.38,0,0.17
253,98,131354,1853746,3225537,705174,1032195,1389601.2,102,51.03,0.01,0.76
283,190,0,0,0,10134,3276,2682,197,NA,0,0.02
289,190,168391,107945,32528,102097,28178,87827.8,190,-30.06,0,0.14
240,190,0,85363,0,29231,34020,29722.8,89,NA,0,0.58
259,190,292598,165899,87836,78040,264555,177785.6,156,-1.99,0,0.87
279,190,6200,131053,138536,0,73427,69843.2,175,63.94,0,0.22
245,190,38400,210492,30438,187236,65635,106440.2,159,11.32,0,0.37
244,190,44380,0,5684,2999,65640,23740.6,170,8.14,0,0.77
263,190,7636,0,9500,0,21057,7638.6,181,22.49,0,0.17
112,190,1555670,1520193,1753707,5517721,7666289,3602716,123,37.57,0.02,18.2
286,190,279213,95653,178440,417862,61927,206619,195,-26.01,0,0.31
260,190,1954437,1356121,1431239,741169,438681,1184329.4,149,-25.83,0,1.13
282,190,500209,676976,383066,72657,703304,467242.4,188,7.05,0,0.21
252,190,166526,242690,3088,55127,10350,95556.2,196,-42.63,0,0.03
248,190,774403,1581867,809847,1719937,1293925,1235995.8,174,10.81,0,1.85
273,190,11516,760023,228903,462469,69974,306577,192,43.46,0,0.17
258,190,531555,558777,127297,4493067,186721,1179483.4,164,-18.88,0,1.41
255,190,508094,147780,76459,489536,406000,325573.8,127,-4.39,0,1.59
243,190,1449539,1240191,1512766,1452327,1175241,1366012.8,186,-4.11,0,0.59
276,190,21185,19399,326760,31266,65211,92764.2,192,25.22,0,0.18
246,190,0,220884,0,0,3100,44796.8,158,NA,0,0.05
275,190,0,0,42140,10928,134881,37589.8,146,NA,0,0.59
268,190,653120,958696,428015,284972,544250,573810.6,171,-3.58,0,1.43
270,190,1994011,3418229,2173929,2378437,1851727,2363266.6,161,-1.47,0,2.03
287,190,394323,165680,69006,293053,829487,350309.8,128,16.04,0,0.8
281,190,19718,63240,41700,28292,50328,40655.6,192,20.61,0,0.17
251,190,930721,1092883,461139,468444,307950,652227.4,180,-19.84,0,0.52
272,190,0,0,0,156320,29179,37099.8,131,NA,0,1.99
271,190,92120,296689,120000,37905,3499,110042.6,208,-48.01,0,0.01
239,190,223000,94808,267084,7896,13104,121178.4,188,-43.27,0,0.07
268,214,73428,0,57524,14196,73111,43651.8,197,-0.09,0,0.44
112,214,336364,340221,881659,161782,346882,413381.6,184,0.62,0,1.88
269,214,0,0,0,0,6722,1344.4,146,NA,0,0.34
241,214,100835,165423,0,78611,16745,72322.8,190,-30.17,0,0.16
265,214,0,0,10293,14320,6250,6172.6,168,NA,0,0.2
242,214,0,35028,93366,20013,17137,33108.8,159,NA,0,0.56
261,214,4058,32646,0,2819,5891,9082.8,202,7.74,0,0.07
260,214,30178,0,0,56886,62550,29922.8,185,15.69,0,0.37
273,214,10489,14568,83994,91415,48528,49798.8,197,35.85,0,0.28
270,214,28497,163919,63849,29828,43158,65850.2,203,8.66,0,0.11
255,214,4236,6365,14988,0,12434,7604.6,185,24.03,0,0.11
286,214,0,0,43069,40000,3654,17344.6,216,NA,0,0.04
276,214,33050,0,33360,15319,10879,18521.6,205,-19.93,0,0.07
271,214,20686,73077,267060,101561,97413,111959.4,187,36.33,0,0.71
283,214,0,17730,0,0,28490,9244,180,NA,0,0.47
282,214,131699,468961,466007,638339,1083877,557776.6,183,52.43,0,0.75
275,214,15336,33151,0,0,23450,14387.4,184,8.86,0,0.24
277,214,881852,1252576,836363,1614878,1489378,1215009.4,78,11.05,0.01,13.8
251,214,10243,69288,255786,30800,154055,104034.4,185,71.97,0,0.59
279,214,25842,21745,79857,14700,32389,34906.6,185,4.62,0,0.22
266,214,0,0,0,0,34374,6874.8,157,NA,0,0.95
259,214,0,12925,51766,20463,9972,19025.2,203,NA,0,0.08
258,214,0,0,8900,10278,9672,5770,204,NA,0,0.17
248,214,1927173,2648382,3055381,2696654,3104729,2686463.8,154,10.01,0.01,10.15
244,214,0,6559,26315,66900,12295,22413.8,192,NA,0,0.33
281,214,72122,86956,51112,43686,49322,60639.6,193,-7.32,0,0.37
245,214,2956,0,15326,19054,47864,17040,166,74.53,0,0.61
287,214,0,9684,0,0,2645,2465.8,211,NA,0,0.01
285,214,0,0,29835,213200,233374,95281.8,41,NA,0.02,29.31
243,214,107284,14367,445405,744987,118760,286160.6,216,2.05,0,0.14
270,67,95909009,79533902,55327753,30061622,18276704,55821798,103,-28.22,0.03,0.16
287,67,101429182,199320969,110050715,114979752,11196783,107395480.2,77,-35.64,0.01,0.08
279,67,7100350,27874165,6519690,4457518,3475044,9885353.4,104,-13.32,0.01,0.08
273,67,41641126,34024598,19991424,21430428,20273042,27472123.6,71,-13.41,0.06,0.4
254,67,11778496,44040090,11829822,5414566,3532041,15319003,83,-21.41,0.04,0.23
244,67,3091349,3593909,3888545,2489675,819443,2776584.2,106,-23.32,0.01,0.08
274,67,1874172,1031471,804998,8295966,13055771,5012475.6,50,47.43,0.29,1.8
248,67,20526892,15724747,30487159,38600188,39881349,29044067,87,14.21,0.07,0.45
284,67,179934,280494,49635,13751,64325,117627.8,104,-18.59,0,0.02
266,67,378308,534079,291712,7019320,1111888,1867061.4,83,24.06,0.02,0.11
263,67,8753911,21933669,23320555,27466898,21428762,20580759,50,19.61,0.23,1.4
250,67,996615,4302546,920953,7861235,5046461,3825562,41,38.32,0.14,0.83
269,67,4289012,3798258,4494463,3258546,3934422,3954940.2,37,-1.71,0.11,0.68
260,67,7722187,7597938,10666736,10310456,37263960,14712255.4,53,37,0.12,0.76
245,67,57690179,36337192,3471901,7366096,2020037,21377081,91,-48.85,0.01,0.09
282,67,359706970,464544279,355224957,726743401,888759022,558995725.8,39,19.83,0.35,2.12
256,67,477792500,793122990,589008351,493946946,152785614,501331280.2,51,-20.39,0.25,1.52
272,67,1039367,2594959,1921784,1906482,1451386,1782795.6,66,6.91,0.13,0.78
246,67,1154351,1355448,11458662,1441459,854310,3252846,83,-5.84,0.02,0.11
243,67,89362121,86647163,77533430,112999389,148853479,103079116.4,59,10.74,0.1,0.59
247,67,16374289,118356744,104353182,113539792,36883078,77901417,5,17.63,3.96,24.28
277,67,265093,374504,187062,101811,4047396,995173.2,65,72.49,0.02,0.13
289,67,35706821,14070054,14926764,31399578,21372492,23495141.8,63,-9.76,0.14,0.85
258,67,4076917,19904736,7867214,7107690,23380620,12467435.4,52,41.81,0.23,1.39
112,67,159189969,100407130,63955510,49311919,71267896,88826484.8,67,-14.85,0.22,1.33
252,67,5498996,6352553,18374875,11044700,14512318,11156688.4,65,21.42,0.06,0.38
275,67,1504672,1891409,4494040,8170196,3157975,3843658.4,76,15.98,0.02,0.11
264,67,3792,595643,132698,334697,5737,214513.4,130,8.63,0,0
259,67,27291480,8487777,8843163,5876168,11956371,12490991.8,68,-15.22,0.05,0.31
288,67,1634176,74176470,197125081,235814141,190483521,139846677.8,12,159.01,3.45,21.18
262,67,16185998,8229498,24853764,19366781,26116424,18950493,47,10.04,0.27,1.66
265,67,585383,352412,10204028,337803,564166,2408758.4,103,-0.74,0.01,0.06
281,67,17144306,40658728,15369298,24682611,22171135,24005215.6,68,5.28,0.09,0.57
267,67,613160,4443363,455713,9453311,1400940,3273297.4,76,17.97,0.04,0.24
283,67,528952,4599394,237196,6468068,1864514,2739624.8,84,28.66,0.02,0.11
261,67,12115924,14218236,12675933,21280675,21638420,16385837.6,53,12.3,0.14,0.84
271,67,60370374,41423015,11213967,8602308,14595717,27241076.2,81,-24.72,0.06,0.36
255,67,1103189,1787057,25785439,11647251,2988986,8662384.4,83,22.06,0.01,0.09
276,67,20220673,10735043,10234419,29811165,15412204,17282700.8,88,-5.29,0.05,0.34
241,67,2899418,8913703,20093698,21675497,12136334,13143730,56,33.15,0.06,0.39
253,67,2576216,4345620,16960221,4478834,15154237,8703025.6,56,42.53,0.14,0.89
268,67,7788480,10830764,23815660,72250942,29304943,28798157.8,79,30.35,0.1,0.61
251,67,25338182,32193316,65723760,63078224,38598385,44986373.4,66,8.78,0.08,0.51
239,67,2985069,10532104,18831341,17335935,13619464,12660782.6,65,35.47,0.09,0.55
280,67,2199359,245597,0,0,130795,515150.2,94,-43.13,0.01,0.09
242,67,15673834,11430424,7704690,5212985,6784893,9361365.2,65,-15.42,0.12,0.77
286,67,193014972,397903572,146007348,63309283,113653209,182777676.8,33,-10.05,0.73,4.47
278,67,136068,125603,50938,38347,121966,94584.4,109,-2.16,0.01,0.04
257,67,6627856,604988,1784959,737676,481371,2047370,81,-40.81,0.04,0.24
244,167,115753,752178,410545,915367,125246,463817.8,158,1.59,0,0.06
260,167,2952676,2208268,1365897,3648187,2414100,2517825.6,106,-3.95,0.01,0.27
243,167,25400795,27978768,7470643,6853783,8279000,15196597.8,133,-20.09,0.01,0.18
247,167,60531,127103,61627,88399,84813,84494.6,112,6.98,0.01,0.31
274,167,52960,25211,5792649,134745,759011,1352915.2,102,70.32,0.02,0.59
270,167,1291921,1993817,4738965,5187811,1126689,2867840.6,168,-2.7,0,0.05
261,167,321179,403342,204570,587915,759266,455254.4,131,18.78,0,0.17
262,167,160500,141374,2668469,522657,114734,721546.8,138,-6.49,0,0.04
241,167,1422287,943029,712531,3433330,626581,1427551.6,126,-15.12,0,0.11
251,167,39025423,133614643,33617761,26260703,11791930,48862092,93,-21.29,0.03,0.88
263,167,213652,87114,239434,283022,308663,226377,136,7.64,0,0.11
253,167,2992334,195274,1591259,1637456,229040,1329072.6,137,-40.19,0,0.08
272,167,0,167385,2628087,0,83982,575890.8,113,NA,0.01,0.25
273,167,2219202,8463028,2299475,5574831,7319161,5175139.4,86,26.96,0.02,0.8
250,167,0,2750,80926,1494300,45507,324696.6,125,NA,0,0.04
283,167,92019,73959,516460,1122072,712942,503490.4,105,50.6,0.01,0.23
276,167,756544,1512571,2735093,1627536,120351110,25396570.8,37,175.63,0.43,14.75
271,167,1174249,1544867,1092223,3153748,1491814,1691380.2,136,4.9,0.01,0.21
281,167,2184561,2475941,1066275,148133,600695,1295121,146,-22.76,0,0.09
275,167,52084,974347,277179,579720,364932,449652.4,126,47.61,0,0.07
248,167,13490586,20604403,9493556,10040608,11824708,13090772.2,119,-2.6,0.02,0.75
256,167,20914658,62762174,98256054,49585768,37499757,53803682.2,80,12.39,0.06,2.1
252,167,218066,234486,269352,108578,193226,204741.6,150,-2.39,0,0.03
259,167,257762,582366,209476,687481,205799,388576.8,162,-4.4,0,0.03
258,167,7576318,13292638,7023787,9028511,8833408,9150932.4,75,3.12,0.09,2.93
268,167,1385574,4195356,5387721,7341393,8471510,5356310.8,108,43.64,0.03,0.98
267,167,634551,35208,17880,0,53099,148147.6,136,-39.11,0,0.05
287,167,5011917,17975900,360689,950271,890555,5037866.4,127,-29.22,0,0.04
269,167,0,47601,75154,24776,17606,33027.4,131,NA,0,0.02
254,167,147005,9782819,2032640,1493003,1829517,3056996.8,100,65.58,0.02,0.66
265,167,3057236,1793483,661478,293693,654209,1292019.8,100,-26.54,0.01,0.4
289,167,217722,878018,412004,930329,1822909,852196.4,119,52.96,0.01,0.41
282,167,77131274,121851159,131330357,127636731,125666859,116723276,88,10.25,0.05,1.68
286,167,2120518,1513595,1817337,9872123,5646058,4193926.2,104,21.64,0.04,1.25
112,167,3018101,3485961,6794860,4785532,4075866,4432064,144,6.19,0.01,0.43
266,167,0,0,193965,1174885,566041,386978.2,99,NA,0.01,0.3
245,167,2784805,151330,61862,86036,675779,751962.4,115,-24.66,0,0.17
257,167,584858,530893,714599,93364,451638,475070.4,83,-5.04,0.04,1.26
242,167,261241,2832437,53872,228920,64451,688184.2,139,-24.41,0,0.04
279,167,1706267,5706666,11469533,6480636,354488,5143518,152,-26.97,0,0.05
239,167,954244,2511737,100643,43100,85708,739086.4,165,-38.24,0,0.02
255,167,194992,1243817,114174,2168333,4859413,1716145.8,76,90.25,0.02,0.84
288,167,13907,43996,20710,42665,16687,27593,126,3.71,0,0.01
262,154,16500,32194,768611,14250,622513,290813.6,106,106.7,0.01,0.29
243,154,1560176,1708947,2912291,2957556,5639844,2955762.8,142,29.31,0,0.16
261,154,464177,268049,628545,421949,1906815,737907,107,32.66,0.01,0.54
258,154,902150,2612805,2085658,2580341,5186881,2673567,88,41.88,0.05,2.26
256,154,2077515,8461598,6462911,2343396,18490770,7567238,91,54.84,0.03,1.36
247,154,9200,443095,8200,3200,88945,110528,109,57.42,0.01,0.43
267,154,216517,207104,125342,125086,177959,170401.6,110,-3.85,0,0.22
253,154,317099,326157,221847,161422,97792,224863.4,152,-20.96,0,0.04
280,154,0,54260,2282656,3361,41229,476301.2,109,NA,0,0.21
240,154,0,0,0,226339,409181,127104,50,NA,0.01,0.4
250,154,2627,39055,44174,224391,249935,112036.4,95,148.7,0.01,0.3
248,154,3797445,9178877,7656611,6965821,6517615,6823273.8,133,11.41,0.01,0.54
245,154,1592652,362374,351298,250631,92464,529883.8,155,-43.41,0,0.03
257,154,90705,24750,20028,12466,28869,35363.6,148,-20.46,0,0.11
263,154,571718,763918,299844,714954,658340,601754.8,121,2.86,0.01,0.32
284,154,31050,2664,16724,57708,5182,22665.6,145,-30.1,0,0.01
283,154,299915,276871,233981,150201,340222,260238,126,2.55,0,0.14
251,154,15256626,8829735,8443744,21889894,62948587,23473717.2,56,32.77,0.14,6.16
286,154,123036,1616420,8206791,1039550,762661,2349691.6,158,44.03,0,0.22
244,154,88378,44640,811291,105713,137855,237575.4,155,9.3,0,0.09
254,154,88379,926247,1873621,4225300,13198038,4062317,55,172.16,0.14,6.28
260,154,745258,1702262,1580123,4503213,812647,1868700.6,136,1.75,0,0.12
241,154,244566,178316,314734,501329,3496840,947157,74,70.24,0.02,0.83
278,154,0,27399,104426,128413,63006,64648.8,124,NA,0,0.15
264,154,1882055,0,0,33655,2680,383678,136,-73.04,0,0.01
276,154,3329531,1626586,1127917,346724,900007,1466153,158,-23.02,0,0.14
255,154,173895,325332,316942,913800,364785,418950.8,130,15.97,0,0.08
275,154,3847929,40822,162454,163032,273929,897633.2,136,-41.05,0,0.07
279,154,1366397,1984541,1527275,1239382,6019212,2427361.4,95,34.52,0.02,1.05
239,154,18548,1502000,1827382,579213,241433,833715.2,152,67.07,0,0.07
273,154,443413,697666,713330,989779,544450,677727.6,157,4.19,0,0.08
112,154,4993650,5217728,7082712,7150289,6294369,6147749.6,125,4.74,0.02,0.86
281,154,261509,599212,1412501,2949159,1896957,1423867.6,117,48.63,0.01,0.36
259,154,237341,320492,212454,768809,214905,350800.2,161,-1.97,0,0.04
252,154,53208,141725,372066,156006,2889813,722563.6,92,122.32,0.01,0.56
271,154,1080870,1274490,730350,559707,569739,843031.2,163,-12.02,0,0.1
289,154,437421,7379749,223423,24695804,48404736,16228226.6,47,156.33,0.31,14.12
282,154,28112907,26310014,52528759,46419759,59266363,42527560.4,108,16.09,0.02,1.04
268,154,1982687,7791222,17536241,48899166,20929293,19427721.8,90,60.21,0.07,3.19
287,154,481030,844978,690111,468559,440158,584967.2,148,-1.76,0,0.02
246,154,15000,54388,893486,395744,210806,313884.8,112,69.65,0,0.21
277,154,946440,80245,19238,0,72226,223629.8,111,-40.22,0,0.02
272,154,0,0,0,457044,110000,113408.8,109,NA,0.01,0.43
265,154,7501,38046,158033,208900,131180,108732,137,77.24,0,0.1
270,154,14389029,17111889,18264280,10339380,10860394,14192994.4,112,-5.47,0.02,0.69
242,154,0,543916,360924,50000,680585,327085,102,NA,0.01,0.57
266,154,38712,6270,46395,19495,114035,44981.4,129,24.12,0,0.08
274,154,12750,44699,55991,167318,124813,81114.2,132,57.82,0,0.13
258,213,0,0,0,0,3536,707.2,208,NA,0,0.57
282,213,0,0,1331048,0,366920,339593.6,196,NA,0,2.38
243,213,549321,172531,255885,374011,265053,323360.2,208,-13.56,0,2.84
283,213,0,0,0,46177,24500,14135.4,181,NA,0,3.75
286,213,0,0,0,0,48552,9710.4,199,NA,0,5.19
270,213,0,0,0,111098,9980,24215.6,214,NA,0,0.23
273,213,0,0,54071,0,47991,20412.4,198,NA,0,2.54
253,213,0,0,0,0,2573,514.6,191,NA,0,0.41
255,151,201018,26622,301203,138740,183434,170203.4,150,-1.81,0,0.35
269,151,45825,0,230245,36750,32529,69069.8,120,-6.62,0,0.35
243,151,4329960,5948830,6129527,5749226,4339878,5299484.2,151,0.05,0,1.08
246,151,121055,169259,196662,452254,301378,248121.6,104,20.01,0.01,2.51
277,151,81273,77317,109157,169300,275224,142454.2,98,27.63,0,0.55
239,151,248234,58976,242610,251931,320098,224369.8,149,5.22,0,0.81
250,151,0,28548,271453,215189,171699,137377.8,99,NA,0,1.78
281,151,2628651,2351954,2710483,3886746,4283903,3172347.4,95,10.26,0.02,6.95
286,151,213555,214478,207757,1576424,260627,494568.2,177,4.06,0,0.65
287,151,989150,3820427,563705,1047953,950602,1474367.4,124,-0.79,0,0.45
112,151,168805,173641,776718,1102307,1449602,734214.6,169,53.73,0,1.7
254,151,959429,288838,152426,219775,148585,353810.6,160,-31.14,0,0.6
279,151,42759,11462,81349,48209,115583,59872.4,168,22,0,0.17
275,151,81844,70554,32997,123938,89325,79731.6,157,1.76,0,0.19
270,151,778096,1272209,1092420,511289,712339,873270.6,176,-1.75,0,0.39
273,151,600190,423088,629187,426223,349456,485628.8,168,-10.25,0,0.43
276,151,2868259,3246558,254335,1274761,587854,1646353.4,167,-27.17,0,0.81
289,151,958662,1355760,757208,154206,870122,819191.6,137,-1.92,0.01,2.17
265,151,201047,149415,169923,507747,196408,244908,126,-0.47,0,1.33
283,151,67762,176231,17882,50888,52751,73102.8,173,-4.89,0,0.19
245,151,48388,126707,88175,282796,195722,148357.6,142,32.25,0,0.54
263,151,503973,39758,129493,237223,1212703,424630,108,19.2,0.01,4.97
253,151,133069,45039,33550,179147,95196,97200.2,153,-6.48,0,0.35
251,151,911424,897926,1034121,1045951,1507602,1079404.8,149,10.59,0,1.26
258,151,245469,418191,177040,750326,176386,353482.4,165,-6.4,0,0.66
260,151,138020,113417,130650,137307,169830,137844.8,166,4.24,0,0.22
248,151,1958861,1624448,9341757,929517,1959384,3162793.4,168,0.01,0,1.39
244,151,40497,257422,243449,40992,110977,138667.4,162,22.34,0,0.64
274,151,3918,15369,6200,15380,12486,10670.6,170,26.09,0,0.11
284,151,0,0,3432,0,3560,1398.4,150,NA,0,0.07
262,151,2970,0,0,12143,57172,14457,150,80.67,0,0.23
271,151,88294,826941,357329,2824647,940818,1007605.8,155,60.51,0,1.48
261,151,274396,116850,480436,1063001,620376,511011.8,138,17.72,0,1.52
267,151,0,48330,54786,176034,84804,72790.8,126,NA,0,0.9
259,151,345164,289151,542295,638877,1247592,612615.8,119,29.3,0.01,2.03
257,151,12000,41118,19319,100326,142311,63014.8,109,63.99,0.01,4.46
247,151,105987,44229,26604,272556,5815615,1252998.2,15,122.78,0.62,240.95
241,151,398453,266252,667740,1194103,524327,610175,131,5.64,0,1.07
278,151,0,0,0,8500,3456,2391.2,161,NA,0,0.07
282,151,925517,1056870,908874,782887,1109477,956725,182,3.69,0,0.17
288,151,0,7437,18077,65041,99534,38017.8,99,NA,0,0.7
268,151,3784441,10004470,2791945,783102,990621,3670915.8,156,-23.51,0,1.29
252,151,245028,597485,1105743,237283,403793,517866.4,139,10.51,0,0.67
261,26,452551849,393748850,443959474,518384745,321588949,426046773.4,16,-6.6,2.04,0.61
290,26,18989806,39562039,45456814,41555746,24934002,34099681.4,15,5.6,2.42,0.73
277,26,2804552931,2505955886,2076654487,2302887633,2937106338,2525431455,2,0.93,15.28,4.6
284,26,17113748,17008216,48428971,51899922,93503658,45590903,7,40.44,4.6,1.39
264,26,18518425,21501865,16941160,24955966,28294768,22042436.8,9,8.85,2.88,0.87
278,26,62484322,26307869,28394274,17831914,15473561,30098388,28,-24.36,0.82,0.25
263,26,254070271,384436991,306182013,179540356,186645476,262175021.4,12,-5.98,1.98,0.6
255,26,803682049,606992873,586696875,687571046,854765835,707941735.6,8,1.24,4.28,1.29
276,26,1061618659,1345526411,1267594208,2419988555,1911994935,1601344553.6,3,12.49,6.82,2.05
253,26,139425801,235599881,229821470,287808035,265086188,231548275,11,13.71,2.53,0.76
281,26,752916336,897544181,918772859,1031230709,1023651651,924823147.2,5,6.34,4.3,1.3
287,26,761659503,1355294353,915911824,831255270,889399331,950704056.2,23,3.15,1.09,0.33
252,26,559053955,691363249,788111810,1174401863,844008447,811387864.8,9,8.59,3.63,1.1
269,26,15005266,14100809,18130045,27198782,23460326,19579045.6,16,9.35,0.66,0.2
267,26,111805791,154911950,163037237,177128439,198112597,160999202.8,6,12.12,5.44,1.64
279,26,388722351,407258916,374020243,435854214,610460709,443263286.6,10,9.45,2.35,0.71
280,26,9744057,4194884,2650619,4813871,4148860,5110458.2,28,-15.7,0.47,0.14
288,26,361947578,692586013,960635265,665394509,547866836,645686040.2,2,8.64,9.93,2.99
244,26,331370485,316532589,279675443,304476467,341141473,314639291.4,4,0.58,5.09,1.53
283,26,110283357,125055163,164656654,254472334,387860599,208465621.4,10,28.6,3.56,1.07
112,26,760517605,621941511,654395493,754774778,848523261,728030529.6,10,2.21,2.58,0.78
286,26,454906624,455825711,335531100,570327749,504140695,464146375.8,9,2.08,3.24,0.98
259,26,1694702628,1106565859,1076545002,1290162365,1328810055,1299357181.8,6,-4.75,5.61,1.69
241,26,229011679,337336530,350478417,368311687,330383428,323104348.2,13,7.6,1.74,0.52
243,26,3952917702,4428458455,4339050122,4806082153,5352670642,4575835814.8,8,6.25,3.44,1.04
270,26,1865582218,2187179721,1504611158,1491294141,1279359678,1665605383.2,14,-7.27,1.79,0.54
272,26,2934352,9500157,5346964,2875964,6926747,5516836.8,32,18.74,0.61,0.18
245,26,567678300,555410940,508751435,486667921,489495358,521600790.8,9,-2.92,3.49,1.05
257,26,109358234,91980019,56964568,56623062,63660649,75717306.4,4,-10.26,5.17,1.56
260,26,338025900,377577586,332716440,308279828,356572520,342634454.8,15,1.07,1.18,0.36
275,26,339073926,214589731,197600851,243210337,276686836,254232336.2,15,-3.99,1.56,0.47
285,26,121173161,778731296,156823110,24910866,81385553,232604797.2,5,-7.65,5.74,1.73
250,26,54819319,68601679,70570413,59475033,72117570,65116802.8,12,5.64,1.94,0.58
